movieId,title,genres,overview,poster_path
80727,Middle Men (2009),Comedy|Crime|Drama,"Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals and struggles not to drown in a sea of conmen, mobsters, drug addicts, and pornstars.",/l56cv8FczzEk4pe3W8BHiRNCC05.jpg
80748,Alice in Wonderland (1933),Adventure|Children|Fantasy,"In Victorian England, a bored young girl dreams that she has entered a fantasy world called Wonderland populated by even more fantastic characters.",/k4hlsqfhEtTrEtiDE647qxTR6PI.jpg
80831,Let Me In (2010),Drama|Horror|Mystery,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,/rgNb9nwPKwV45c5PTvFqFmpzGt0.jpg
80834,Sintel (2010),Animation|Fantasy,"A wandering warrior finds an unlikely friend in the form of a young dragon. The two develop a close bond, until one day the dragon is snatched away. She then sets out on a relentless quest to reclaim her friend, finding in the end that her quest exacts a far greater price than she had ever imagined.",/2hwMOwcyyYWlHBldhonipg09kRm.jpg
80839,Secretariat (2010),Adventure|Drama,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",/9bpAR3ALEfaqosxbi9zpuv9FH7F.jpg
80846,Devil (2010),Horror|Mystery|Thriller,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",/aivXPSi53H95BoUa5njEYso389s.jpg
80858,You Again (2010),Comedy,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",/9qI5JE6yjmtakTankuDOMZ1vgEx.jpg
80860,Life as We Know It (2010),Comedy|Romance,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",/zLzS2aOqKsS0QvEaY6SfBw4VBqh.jpg
80862,Catfish (2010),Documentary|Mystery,"Nev, a 24-year-old New York-based photographer, has no idea what he's in for when Abby, an eight-year-old girl from rural Michigan, contacts him on Facebook, seeking permission to paint one of his photographs. When he receives her remarkable painting, Nev begins a friendship and correspondence with Abby's family. But things really get interesting when he develops a cyber-romance with Abby's attractive older sister, Megan, a musician and model. Prompted by some startling revelations about Megan, Nev and his buddies embark on a road trip in search of the truth.",/mXNxee2ix6Ke0bSIqFST0UhbVLR.jpg
80864,You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",/oBhnI8UZQzTkAH1LMEtrBUmfpjS.jpg
80880,Stone (2010),Drama|Thriller,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",/mpD413bgFdD5ZmKFT1GYWTvpRjE.jpg
80906,Inside Job (2010),Documentary,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",/8fy2LWdZhfoM4xZ9QbHkjSpGjPX.jpg
80917,Monsters (2010),Drama|Sci-Fi,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",/qpJyTxR33KG9qFmXoCD5AUTToPl.jpg
80969,Never Let Me Go (2010),Drama|Romance|Sci-Fi,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",/8F0r5ng9Fp60OhzQfR5v33fppq.jpg
81018,"Illusionist, The (L'illusionniste) (2010)",Animation,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg
81087,Luck by Chance (2009),Drama,"Not wanting the same fate as befell her sisters, Sona Mishra re-locates to Mumbai to try to make a living making movies, but she soon finds that the path she has chosen is not an easy one.",/cIcKapfNtS1TmVoEASuE9OK9gPB.jpg
81132,Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,"A group of people gather in the California desert to watch a ""film"" set in the late 1990s featuring a sentient, homicidal car tire named Robert. The assembled crowd of onlookers watch as Robert becomes obsessed with a beautiful and mysterious woman and goes on a rampage through a desert town.",/wRq1hopdaZCltQa6IdZT8OtO3Vm.jpg
81156,Jackass 3D (2010),Action|Comedy|Documentary,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",/rqK0MkfpWT2DpFjNzkvjHf0vxZ4.jpg
81158,Restrepo (2010),Documentary|War,"Directors Hetherington and Junger spend a year with the 2nd Battalion of the United States Army located in one of Afghanistan's most dangerous valleys. The documentary provides insight and empathy on how to win the battle through hard work, deadly gunfights and mutual friendships while the unit must push back the Taliban.",/62DCMBMJU1ZVezVEawyatpFoJwI.jpg
81191,Waiting for 'Superman' (2010),Documentary,"Gripping, heartbreaking, and ultimately hopeful, Waiting for Superman is an impassioned indictment of the American school system from An Inconvenient Truth director Davis Guggenheim.",/l7mRlEi4VCEH7sfgaXX1b6LzsXn.jpg
81229,Red (2010),Action|Comedy,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg
81257,In a Better World (Hævnen) (2010),Drama,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",/dJpPpgf2z5lNw6xVxvfWm0lexNH.jpg
81383,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,/sw7Sc4u2A9Y0dZ1543MoGVaQdmI.jpg
81417,Paranormal Activity 2 (2010),Horror|IMAX,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",/gfdrkBZAyUUXJJ2iLQe03SAYRD3.jpg
81456,Heartbeats (Les amours imaginaires) (2010),Drama|Romance,"Francis is a young gay man, Marie is a young straight woman and the two of them are best friends -- until the day the gorgeous Nicolas walks into a Montreal coffee shop. The two friends, instantly and equally infatuated, compete for Nicolas' indeterminate affections, a conflict that climaxes when the trio visit the vacation home of Nicolas' mother. The frothy comedy unfolds through narrative, fantasy sequences and confessional monologues.",/kBGbvzrP4lNV4BZc2wscmglNno2.jpg
81512,Hereafter (2010),Drama|Fantasy,"Three people — a blue-collar American, a French journalist and a London school boy — are touched by death in different ways.",/nOy0X8XSmSDOuwV8pqT70WoWHwT.jpg
81520,Undisputed III: Redemption (2010),Action|Crime|Drama,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",/g8KB77SPA7SyU8eid6TAEpt9skU.jpg
81535,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,"(AKA- Saw: The Final Chapter)  As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",/vC9T3hjrV9jEBIQ5Ce9eZzN1xxJ.jpg
81537,Due Date (2010),Comedy,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",/4dzo4uWmkgp20uwm0jpiduRtvju.jpg
81562,127 Hours (2010),Adventure|Drama|Thriller,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,/h0RMdn0rfl9l5hWXz3tUh6QVkhi.jpg
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg
81591,Black Swan (2010),Drama|Thriller,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,/8XYghKF0xkxp5A7QtK2F5vffdpZ.jpg
81681,I Shot Jesse James (1949),Drama|Romance|Western,Bob Ford murders his best friend Jesse James in order to obtain a pardon that will free him to marry his girlfriend Cynthy. The guilt-stricken Ford soon finds himself greeted with derision and open mockery throughout town. He travels to Colorado to try his hand at prospecting in hopes that marriage with Cynthy is still in the cards.,/ntdBUSwp2aoktTkOKF5YJcR5Gyf.jpg
81782,Unstoppable (2010),Action|Drama|Thriller,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg
81784,Morning Glory (2010),Comedy|Drama|Romance,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",/aFRXEoB3QkeHNHYmVGC3uzFSol8.jpg
81786,Certified Copy (Copie conforme) (2010),Drama,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",/soBvtCR33Gv1j6gXwXOIc3JTlNc.jpg
81788,"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg
81791,Somewhere (2010),Drama,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.",/zOf1sdfF4eH3CVRCpmRO5ugVGdo.jpg
81819,Biutiful (2010),Drama,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",/8cj0Q2uFfpTkCw4gMqqcTBpdoqF.jpg
81831,"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy|Drama,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later.",/10MQjSuqDBNiPtxxO3zBqERw0q3.jpg
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg
81845,"King's Speech, The (2010)",Drama,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg
81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",/ym7Kst6a4uodryxqbGOxmewF235.jpg
81910,"Art of the Steal, The (2009)",Documentary,"A gripping tale of intrigue and mystery in the art world, this film traces the history of a collection of Post-Impressionist paintings - worth billions - which became the subject of a power struggle after the death of its owner. Dr. Albert Barnes.",/AkgwAk1t2LphI0NNE8zzHBHZHb6.jpg
81932,"Fighter, The (2010)",Drama,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",/gmTLorYhXJZgdzUsUhvm1ZkRTl0.jpg
81949,"Romantics, The (2010)",Comedy|Drama|Romance,"Alliances are tested when seven college pals reunite to watch two of their own say “I do” at a seaside wedding. But the maid of honor and the groom share a passionate history, and the bride isn’t the only one who’s wondering if it’s all in the past.",/cgyXubpBzHuXTGu8gnBQ1gUrcNY.jpg
82041,"Loved Ones, The (2009)",Horror,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",/ydsLYdSiPSIL1LOWWYu7VCvDTT8.jpg
82053,Casino Jack (2010),Comedy|Crime,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",/pYFSAXCDagXH7Pi0FOCKlU1Vz9T.jpg
82088,Vincent Wants to Sea (Vincent will meer) (2010),Drama,"Vincent, a young man who suffers from Tourette's syndrome, has just lost his mother. His father, a successful politician, does not want to take care of him and therefore places him into a mental institution. He is put into a room with Alexander, a guy with a compulsive disorder, and is shown around by Marie, an anorectic girl.",/lGJUOYiOLrhk4p9SmQNT6qIX155.jpg
82093,London Boulevard (2010),Crime|Romance,A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,/nZGL1cLtWXptk0W1jFE7MhAVtZc.jpg
82095,Skyline (2010),Sci-Fi|Thriller,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",/8QpvbnNrtzijlwiM0bFVeilc6lc.jpg
82152,Beastly (2011),Drama|Fantasy|Romance,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",/70ApMWwuuR2uD0vLlTq2TxrrOdU.jpg
82167,Love and Other Drugs (2010),Comedy|Drama|Romance,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",/z6LVJXEmY8E6s57uf8cV3RlWvws.jpg
82202,"Tourist, The (2010)",Drama|Thriller,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",/oXe1nw4HcS32YVpvxwsWEVdvEXA.jpg
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,"Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",/jzaweEESl54ejxo3EE5uNL8lgTn.jpg
82366,Hatchet II (2010),Comedy|Horror|Thriller,"Picking up right where the original ended, Marybeth escapes the clutches of the swamp-dwelling killer Victor Crowley. After learning the truth about her family’s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",/a8Hh6DIOjPE73Hw5ZihDr3k1JDw.jpg
82378,All Good Things (2010),Drama|Mystery|Thriller,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",/3RM8SyB0yHanJbYeHdgi5eLv21C.jpg
82459,True Grit (2010),Western,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",/tCrB8pcjadZjsDk7rleGJaIv78k.jpg
82461,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg
82499,How Do You Know (2010),Comedy|Drama|Romance,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg
82527,Barney's Version (2010),Drama,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",/5Zk9AYPtacGiMnnd2q8mFfDe8ks.jpg
82534,"Company Men, The (2010)",Drama,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",/tKX6E1nOf4vZN903YbkjQe7x1fv.jpg
82641,"One-Armed Swordsman, The (Dubei dao) (1967)",Action|Drama,"A noble swordsman, whose arm had been chopped off, returns to his former teacher to defend him from a villainous gang of rival swordsmen.",/bsXy6kEelolCLJxtkOLJrsQDeBP.jpg
82667,I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,"Kyung-Chul is a dangerous psychopath who kills for pleasure. Soo-Hyun, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg
82684,Trash Humpers (2009),Drama,"Follow a small group of elderly “Peeping Toms” through the shadows and margins of an unfamiliar world. Crudely documented by the participants themselves, we follow the debased and shocking actions of a group of true sociopaths the likes of which have never been seen before. Inhabiting a world of broken dreams and beyond the limits of morality, they crash against a torn and frayed America.",/fe1L0KNNhxBVO1K0sNdFTfCZnX8.jpg
82744,Faster (2010),Action|Crime|Drama,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",/AsUeaXrhw4oscCSjUZ6heh1pVvd.jpg
82765,Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five ""mu"" of land, and most importantly, honorable discharge from the army.",/uCSQnopQPIw58RKTfzoRYxq9It5.jpg
82767,Rabbit Hole (2010),Drama,Life for a happy couple is turned upside down after their young son dies in an accident.,/zTUQXwMn4ndt5AAcDvJCi14ZY2B.jpg
82848,One Week (1920),Comedy,"The story involves two newlyweds, Keaton and Seely, who receive a build-it-yourself house as a wedding gift. The house can be built, supposedly, in ""one week."" A rejected suitor secretly re-numbers packing crates. The movie recounts Keaton's struggle to assemble the house according to this new ""arrangement.""",/43KTefZOLOaXw4Rbywn3uu8BiJn.jpg
82852,Little Fockers (2010),Comedy,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg
82854,Gulliver's Travels (2010),Adventure|Comedy|Fantasy,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",/tazLyiF4q2w07jXjg4z4CQZgvY.jpg
82857,Sweetgrass (2009),Adventure|Documentary|Western,"An unsentimental elegy to the American West, Sweetgrass follows the last modern-day cowboys to lead their flocks of sheep up into Montana's breathtaking and often dangerous Absaroka-Beartooth mountains for summer pasture. This astonishingly beautiful reveals a world in which nature and culture, animals and humans, vulnerability and violence are all intimately meshed.",/wg0fTtaKMrkCgAbKSoOoz58C6f3.jpg
83086,Burlesque (2010),Drama|Musical|Romance,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",/3U9zBIibERQZqYKM3N1a4MYgBsN.jpg
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",/xGz75oFXt4OmFgvQ7kVjaPboRJr.jpg
83134,Tucker & Dale vs Evil (2010),Comedy|Horror,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",/8shwLEDzajJGSfLgbpac8x8xn1U.jpg
83177,Yogi Bear (2010),Children|Comedy,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",/hDd4Yf9jkysYMuXeVjFXKmrthjl.jpg
83270,Made in Dagenham (2010),Comedy|Drama,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",/vzLlaNmzzhYFLAOn6ELiCUKubl9.jpg
83349,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",/q1fXWEoZXogYjAUy32pUc6NL2IH.jpg
83369,"Way Back, The (2010)",Drama,"At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",/dt9eTT8zmydFX4VZEdEtYpBhh01.jpg
83374,"Warrior's Way, The (2010)",Action|Fantasy|Western,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,/kfloVZk0uGkSftjD6DI8ZWUsrrI.jpg
83480,Season of the Witch (2011),Adventure|Drama|Fantasy,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",/6jyHkHpNwy8qjxhc5vJsmqVCl3J.jpg
83601,Amer (2009),Drama|Horror,"Ana is confronted with body and desire at three key moments of her life. As a young girl, she brings her dead grandpa back to life. In her puberty, she discovers the power of decay and sexuality. Finally, she wrestles with loss and loneliness when she returns to her parental home, now derelict.",/93XYVtdMvk05WLvjGs5qeyHtFVL.jpg
83613,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg
83796,Anything for Her (Pour elle) (2008),Crime|Drama|Thriller,"Lisa and Julien are married and lead a happy uneventful life with their son Oscar. But their life radically changes one morning, when the police comes to arrest Lisa on murder charges. She's sentenced to 20 years of prison. Convinced of his wife's innocence, Julien decides to act. How far will he be willing to go for her?",/e8iom9xZi9bE2nN2TTYp3efyqvj.jpg
83803,Day & Night (2010),Animation|Children,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",/eQ1QUZfblOrusXVfbzzCuUaM7ix.jpg
83827,Marwencol (2010),Documentary,"After a vicious attack leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard.",/ofKR8GJItiY5NtT4JBiXxmw8Sct.jpg
83910,"Dilemma, The (2011)",Comedy|Drama,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",/a7EVBTqeh6NoCFDW24qIp11kyi9.jpg
83969,Down Argentine Way (1940),Comedy|Drama|Romance,"The story—in which an American heiress on holiday in South America falls in love with an Argentine horse breeder against the wishes of their families—takes a backseat to the spectacular location shooting and parade of extravagant musical numbers, which include the larger-than-life Carmen Miranda singing the hit “South American Way” and a showstopping dance routine by the always amazing Nicholas Brothers.",/gg3DgplgKq8ZBFnMwMfgGuhSZCs.jpg
83976,"Trip, The (2010)",Comedy|Drama,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",/tjGrjHNjsR0klih0bkGBHbukMdX.jpg
84152,Limitless (2011),Sci-Fi|Thriller,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg
