movieId,lead_cast,director
141846,"['Bob Belleville', 'Chrisann Brennan', 'Nolan Bushnell', 'Jason Chen', 'Nick Denton']",['Alex Gibney']
141866,"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat', 'Joe Cole', 'Callum Turner']",['Jeremy Saulnier']
141890,"['Abraham Attah', 'Idris Elba', 'Emmanuel Nii Adom Quaye', 'Opeyemi Fagbohungbe', 'Emmanuel Affadzi']",['Cary Joji Fukunaga']
141928,"['Fran Kranz', 'Joey Kern', 'Joel Murray', 'Pedro Pascal', 'Emma Fitzpatrick']","[""Brian James O'Connell""]"
141994,"['Kirk Cameron', 'Darren Doane', 'Bridgette Cameron', 'Raphi Henly', 'Ben Kientz']",['Darren Doane']
142020,"['Louis de Funès', 'Claude Rich', 'Agathe Natanson', 'Claude Gensac', 'Sylvia Saurel']",['Édouard Molinaro']
142056,"['Adrian Pasdar', 'Fred Tatasciore', 'Dee Bradley Baker', 'Robin Atkin Downes', 'David Kaye']","['Eric Radomski', 'Leo Riley']"
142074,"['Keanu Reeves', 'Lorenza Izzo', 'Ana de Armas', 'Aaron Burns', 'Colleen Camp']",['Eli Roth']
142115,,
142196,"['Steve Guttenberg', 'James Duval', 'Peter Story', 'Elizabeth Nicole Abrams', 'Eduardo Antonio Garcia']",['Daniel Maze']
142222,"['Jake Gyllenhaal', 'Naomi Watts', 'Chris Cooper', 'Judah Lewis', 'C.J. Wilson']",['Jean-Marc Vallée']
142366,"['Norman Reedus', 'Udo Kier', 'Christopher Redman', 'Chris Gauthier', 'Zara Taylor']",['John Carpenter']
142372,"['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy']",['David Gordon Green']
142420,"['Tom Hiddleston', 'Elisabeth Moss', 'Sienna Miller', 'Jeremy Irons', 'Luke Evans']",['Ben Wheatley']
142422,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anthony Mackie', 'Lizzy Caplan', 'Jillian Bell']",['Jonathan Levine']
142424,"['Elliot Page', 'Evan Rachel Wood', 'Max Minghella', 'Callum Keith Rennie', 'Michael Eklund']",['Patricia Rozema']
142444,"['Paz de la Huerta', 'Samantha Hill', 'Laurence R. Harvey', 'Adam Brooks', 'Matthew Kennedy']","['Adam Brooks', 'Matthew Kennedy']"
142448,"['Jason Clarke', 'Josh Brolin', 'John Hawkes', 'Sam Worthington', 'Emily Watson']",['Baltasar Kormákur']
142456,"['Pili Groyne', 'Benoît Poelvoorde', 'Yolande Moreau', 'Catherine Deneuve', 'François Damiens']",['Jaco Van Dormael']
142488,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery']",['Tom McCarthy']
142507,"['Tobey Maguire', 'Peter Sarsgaard', 'Liev Schreiber', 'Michael Stuhlbarg', 'Lily Rabe']",['Edward Zwick']
142509,"['Sharlto Copley', 'Andrey Dementyev', 'Haley Bennett', 'Danila Kozlovsky', 'Tim Roth']",['Ilya Naishuller']
142536,"['Bradley Cooper', 'Sienna Miller', 'Omar Sy', 'Daniel Brühl', 'Riccardo Scamarcio']",['John Wells']
142550,"['Tatsuya Fuji', 'Masaomi Kondo', 'Akira Nakao', 'Tôru Shinagawa', 'Ben Hiura']",['Takeshi Kitano']
142558,"['Jean-Pierre Darroussin', 'Valeria Bruni Tedeschi', 'Richard Berry', 'François Morel', 'Héléna Noguerra']","['Michel Munz', 'Gérard Bitton']"
142598,"['Juliana Harkavy', 'Joshua Mikel', 'J. LaRose', 'Natalie Victoria', 'Sarah Sculco']",['Anthony DiBlasi']
142602,"[""Elyas M'Barek"", 'Jella Haase', 'Karoline Herfurth', 'Katja Riemann', 'Volker Bruch']",['Bora Dagtekin']
142831,"['Akshay Kumar', 'John Abraham', 'Paresh Rawal', 'Rimi Sen', 'Rajpal Yadav']",['Priyadarshan']
142961,"['Josef Hader', 'Tobias Moretti', 'Nora Waldstätten', 'Christopher Schärf', 'Roland Düringer']",['Wolfgang Murnberger']
142997,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi']",['Genndy Tartakovsky']
143001,"['Gregg Sulkin', 'Meghan Markle', 'Josh Myers', 'Christian Berkel', 'James Devlin']",['Reg Traviss']
143031,"['Corbin Bleu', 'Keke Palmer', 'David Reivers', 'Shanica Knowles', 'Laivan Greene']",['Paul Hoen']
143245,"['Jeff Bridges', 'Mackenzie Foy', 'Rachel McAdams', 'Marion Cotillard', 'Riley Osborne']",['Mark Osborne']
143255,"['Elliot Cowan', 'Élodie Yung', 'Jonathan Pryce', 'Robert Bathurst', 'James Callis']",['Justin Trefgarne']
143257,"['Mickey Rourke', 'Nat Wolff', 'Emma Roberts', 'Sarah Silverman', 'Adam Aalderks']",['Tony McNamara']
143355,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston']",['Patty Jenkins']
143365,"['Emma Watson', 'Tom Hanks', 'John Boyega', 'Karen Gillan', 'Ellar Coltrane']",['James Ponsoldt']
143367,"['Andrew Garfield', 'Adam Driver', 'Liam Neeson', 'Yosuke Kubozuka', 'Tadanobu Asano']",['Martin Scorsese']
143385,"['Tom Hanks', 'Mark Rylance', 'Amy Ryan', 'Alan Alda', 'Sebastian Koch']",['Steven Spielberg']
143410,"['Paul Gross', 'Rossif Sutherland', 'Clark Johnson', 'Allan Hawco', 'Christine Horne']",['Paul Gross']
143458,"['Xu Zheng', 'Karen Mok', 'Lü Zhong', 'David Wang', 'Hu Jing']",['Leste Chen']
143472,"['James Marsden', 'Thomas Jane', 'Piper Perabo', 'Scott Glenn', 'Michaela McManus']",['David Hackl']
143511,[],['Yann Arthus-Bertrand']
143525,"['Kenichi Matsuyama', 'Ito Ohno', 'Yûsuke Iseya', 'Hiromasa Taguchi', 'Tina Tamashiro']",['SABU']
143559,"['Andy Dick', 'Mischa Barton', 'Eric Roberts', 'Abigail Wright', 'Tori Black']",['Martin Owen']
143859,"['Josh Brolin', 'George Clooney', 'Alden Ehrenreich', 'Ralph Fiennes', 'Scarlett Johansson']","['Joel Coen', 'Ethan Coen']"
143896,"['Robert Hunter', 'Paul Watson', 'Rex Weyler', 'Bobbi Hunter', 'David Garrick']",['Jerry Rothwell']
143969,"['Oliver Masucci', 'Fabian Busch', 'Katja Riemann', 'Christoph Maria Herbst', 'Franziska Wulf']",['David Wnendt']
144210,"['Grant Baldwin', 'Jenny Rustemeyer']",['Grant Baldwin']
144222,"['Tim Haars', 'Daniël Arends', 'Sylvia Hoeks', 'Henry van Loon', 'Theo Maassen']","['Steffen Haars', 'Flip van der Kuil']"
144262,"['Adam Pally', 'Sarah Burns', 'Reid Scott', 'Catherine Reitman', 'Bobby Moynihan']","['Don Argott', 'Sheena M. Joyce']"
144352,"['Ken Watanabe', 'Koichi Sato', 'Akira Emoto', 'Yuya Yagira', 'Shioli Kutsuna']",['Lee Sang-il']
144478,"['Pilou Asbæk', 'Nicolas Bro', 'Jesper Christensen', 'Jacob Højlev Jørgensen', 'Kasper Leisner']",['Christoffer Boe']
144522,"['Yumiko Shaku', 'Takao Osawa', 'Shosuke Tanihara', 'Naho Toda', 'Hiromasa Taguchi']",['Ryûhei Kitamura']
144606,"['Sam Rockwell', 'Drew Barrymore', 'George Clooney', 'Julia Roberts', 'Rutger Hauer']",['George Clooney']
144620,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Ryan Lee']",['Rob Letterman']
144714,"['Michael Ealy', 'Sanaa Lathan', 'Morris Chestnut', 'Kathryn Morris', 'Rutina Wesley']",['David M. Rosenthal']
144716,"['Bill Murray', 'Zooey Deschanel', 'Bruce Willis', 'Kate Hudson', 'Taylor Kinney']",['Barry Levinson']
144734,"['Nicholas Braun', 'Mackenzie Davis', 'Josh Fadem', 'Vanessa Hudgens', 'Ed Westwick']",['Robbie Pickering']
144976,"['Kurt Russell', 'Patrick Wilson', 'Richard Jenkins', 'Matthew Fox', 'Lili Simmons']",['S. Craig Zahler']
145080,"['Christopher Lee', 'Bela Lugosi', 'Julian Sands', 'Guillermo del Toro', 'Roger Corman']",['Raúl García']
145150,"['Kate Winslet', 'Liam Hemsworth', 'Caroline Goodall', 'Judy Davis', 'Hayley Magnus']",['Jocelyn Moorhouse']
145283,"['Dirk Nowitzki', 'Holger Geschwinder', 'Kobe Bryant', 'Michael Finley', 'Steve Nash']",['Sebastian Dehnhardt']
145418,"['Bryan Cranston', 'Diane Lane', 'Helen Mirren', 'Elle Fanning', 'Louis C.K.']",['Jay Roach']
145491,"['Mary-Kate Olsen', 'Ashley Olsen', 'Jim Meskimen', 'Tamara Clatterbuck', 'Robert Miano']",['Craig Shapiro']
145724,"['Kelly Bohanon', 'Kevin Hearst', 'Caroline Hildebrand', 'Keith Carradine', 'Dale Hopkins']",['Peter Fonda']
145745,"['Jacqueline Bisset', 'Alexandra Schepisi', 'Cameron Daddo', 'Jerome Ehlers', 'Suzi Dougherty']",['Scott Hartford-Davis']
145839,"['Will Smith', 'Alec Baldwin', 'Albert Brooks', 'Gugu Mbatha-Raw', 'David Morse']",['Peter Landesman']
145935,"['Noah Schnapp', 'Bill Melendez', ""Marleik 'Mar Mar' Walker"", 'Alex Garfin', 'Hadley Belle Miller']",['Steve Martino']
145951,"['Daniel Bernhardt', 'Ivan Ivanov', 'Lisa Stothard', 'Stefanos Miltsakakis', 'Jeff Moldovan']",['Elvis Restaino']
145994,"['Nodar Mgaloblishvili', 'Aleksandr Abdulov', 'Semyon Farada', 'Leonid Bronevoy', 'Tatyana Pelttser']",['Mark Zakharov']
146024,"['Andrey Mironov', 'Aleksandra Yakovleva-Aasmyae', 'Mikhail Boyarskiy', 'Oleg Tabakov', 'Nikolai Karachentsov']",['Alla Surikova']
146028,"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya', 'Boryslav Brondukov', 'Evgeniy Steblov']",['Igor Maslennikov']
146210,"['Alan Ritchson', 'Darin Brooks', 'Chris Romano', 'Frankie Shaw', 'Ed Marinaro']",['Lev L. Spiro']
146244,"['Shah Rukh Khan', 'Madhuri Dixit', 'Karisma Kapoor', 'Akshay Kumar', 'Farida Jalal']",['Yash Chopra']
146309,"['Koji Yakusho', 'Aoi Miyazaki', 'Shota Sometani', 'Suzu Hirose', 'Lily Franky']",['Mamoru Hosoda']
146656,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashād', 'Andre Ward']",['Ryan Coogler']
146662,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill']",['Tom Owens']
146682,"['Anais Bordier', 'Samantha Futerman', 'Kanoa Goo']","['Samantha Futerman', 'Ryan Miyamoto']"
146684,"['Chris Wedge', 'Ray Romano', 'John Leguizamo', 'Denis Leary']",['Mike Thurmeier']
146688,"['Anthony Hopkins', 'Jeffrey Dean Morgan', 'Abbie Cornish', 'Colin Farrell', 'Matt Gerald']",['Afonso Poyart']
146730,"['Josh Duhamel', 'Josh Wiggins', 'Lynn Collins', 'Emma Fuhrmann', 'Larry Jack Dotson']",['Trey Nelson']
146986,"['Coluche', 'Josiane Balasko', 'Jacques Debary', 'Roland Giraud', 'Charlotte de Turckheim']",['Claude Berri']
147002,"['Gong Li', 'Chang Chen', 'Tien Feng', 'Robert Downey Jr.', 'Alan Arkin']","['Steven Soderbergh', 'Wong Kar-wai', 'Michelangelo Antonioni']"
147142,"['Jean-Paul Rouve', 'Marilou Berry', 'Omar Sy', 'Lannick Gautry', 'Julie Fournier']","['Éric Toledano', 'Olivier Nakache']"
147196,"['Nadezhda Rumyantseva', 'Nikolai Rybnikov', 'Lyusyena Ovchinnikova', 'Inna Makarova', 'Svetlana Druzhinina']",['Yuri Chulyukin']
147250,,
147282,"['Leonid Barats', 'Rostislav Khait', 'Kamil Larin', 'Aleksandr Demidov', 'Alena Babenko']",['Dmitriy Dyachenko']
147286,"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya', 'Boryslav Brondukov', 'Ekaterina Zinchenko']",['Igor Maslennikov']
147300,"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya', 'Boryslav Brondukov', 'Boris Klyuev']",['Igor Maslennikov']
147326,"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya', 'Boryslav Brondukov', 'Boris Klyuev']",['Igor Maslennikov']
147328,,
147330,,
147372,"['Peter Capaldi', 'Jenna Coleman', 'Nick Frost', 'Samuel Anderson', 'Dan Starkey']",['Paul Wilmshurst']
147374,"['Matt Smith', 'Karen Gillan', 'Arthur Darvill', 'Claire Skinner', 'Maurice Cole']",['Farren Blackburn']
147376,"['Matt Smith', 'Karen Gillan', 'Arthur Darvill', 'Michael Gambon', 'Katherine Jenkins']",['Toby Haynes']
147378,"['David Tennant', 'Michelle Ryan', 'Lee Evans', 'Noma Dumezweni', 'Adam James']",['James Strong']
147380,"['David Tennant', 'David Morrissey', 'Dervla Kirwan', 'Velile Tshabalala', 'Ruari Mears']",['Andy Goddard']
147382,"['David Tennant', 'Kylie Minogue', 'Russell Tovey', 'Jimmy Vee', 'Clive Swift']",['James Strong']
147384,"['David Tennant', 'Catherine Tate', 'Sarah Parish', 'Don Gilet', 'Howard Attfield']",['Euros Lyn']
147410,"['Benicio del Toro', 'Tim Robbins', 'Olga Kurylenko', 'Mélanie Thierry', 'Feđa Štukan']",['Fernando León de Aranoa']
147657,"['Chiang Sheng', 'Chin Siu-ho', 'Lu Feng', 'Wong Lik', 'Ngai Tim-Choi']",['Chang Cheh']
147662,"['Jimmy Wang Yu', 'Lisa Chiao Chiao', 'Essie Lin Chia', 'Chung Wah', 'Cheng Lui']",['Chang Cheh']
147936,"['Zoltán Mucsi', 'Péter Scherer', 'József Szarvas', 'Miklós Jancsó', 'Gyula Hernádi']",['Miklós Jancsó']
148166,"['Bob Balaban', 'Wes Anderson', 'Olivier Assayas', 'Peter Bogdanovich', 'Arnaud Desplechin']",['Kent Jones']
148172,"['Chloë Grace Moretz', 'Nick Robinson', 'Ron Livingston', 'Maggie Siff', 'Alex Roe']",['J Blakeson']
148238,"['Bill Murray', 'Paul Shaffer', 'Michael Cera', 'George Clooney', 'Miley Cyrus']",['Sofia Coppola']
148424,"['Teyonah Parris', 'Nick Cannon', 'Wesley Snipes', 'Angela Bassett', 'Samuel L. Jackson']",['Spike Lee']
148482,"['Cate Blanchett', 'Robert Redford', 'Dennis Quaid', 'Elisabeth Moss', 'Bruce Greenwood']",['James Vanderbilt']
148592,"['Craig Roberts', 'Emile Hirsch', 'Richard Harrington', 'Mark Lewis Jones', 'Sai Bennett']",['Craig Roberts']
148626,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']",['Adam McKay']
148632,"['Max Casella', 'Trieste Kelly Dunn', 'Jennifer Prediger', 'Onur Tukel', 'Dylan Baker']",['Onur Tukel']
148652,"['Adam Sandler', 'Taylor Lautner', 'Steve Buscemi', 'Steve Zahn', 'David Spade']",['Frank Coraci']
148667,['John Mulaney'],['Rhys Thomas']
148671,"['Leigh Whannell', 'Paul Moder', 'Katrina Mathers', 'Dean Francis']",['James Wan']
148675,,
148709,"['Garrett Hedlund', 'Oscar Isaac', 'Louise Bourgoin', 'Walton Goggins', 'Mark Wahlberg']",['William Monahan']
148775,"['Selena Gomez', 'Jake T. Austin', 'David Henrie', 'Maria Canals-Barrera', 'David DeLuise']",['Lev L. Spiro']
148881,"['Julia Pott', 'Winona Mae', 'Sara Cushman']",['Don Hertzfeldt']
148888,"['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Penélope Cruz', 'Kristen Wiig']",['Ben Stiller']
148956,"['Dakota Johnson', 'Rebel Wilson', 'Leslie Mann', 'Alison Brie', 'Damon Wayans Jr.']",['Christian Ditter']
148978,"['Jun Fukuyama', 'Kana Hanazawa', 'Kazuya Nakai', 'Koji Yusa', 'Yuki Kaji']",['Atsushi Takahashi']
148982,"['Richard Crenna', 'Yvette Mimieux', 'Kim Richards', 'Ike Eisenmann', 'Lou Frizzell']",['Curtis Harrington']
149011,"['Henry Rollins', 'Booboo Stewart', 'Kate Greenhouse', 'Jordan Todosey', 'David Richmond-Peck']",['Jason Krawczyk']
149144,"['Shota Sometani', 'Eri Fukatsu', 'Ai Hashimoto', 'Kazuki Kitamura', 'Masahiro Higashide']",['Takashi Yamazaki']
149146,"['Shota Sometani', 'Ai Hashimoto', 'Sadawo Abe', 'Eri Fukatsu', 'Masahiro Higashide']",['Takashi Yamazaki']
149330,"['Joey Davidson', 'Martin Lavut', 'Richard M. Davidson', 'Duncan Regehr', 'Patricia Moffatt']",['Clive A. Smith']
149334,"['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon', 'Aaron Taylor-Johnson', 'Isla Fisher']",['Tom Ford']
149350,"['Michael Madsen', 'Ciara Flynn', 'Jarrett King', 'Brina Palencia', 'Alex Dobrenko']",['Josh Bear']
149352,"['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini', 'Thomas Haden Church', 'Scarlett Estevez']",['Sean Anders']
149354,"['Amy Poehler', 'Tina Fey', 'Maya Rudolph', 'Dianne Wiest', 'John Leguizamo']",['Jason Moore']
149380,"['Sarah Lancaster', 'Brendan Penny', 'Gwynyth Walsh', 'Andrew Francis', 'Jessica Harmon']",['Terry Ingram']
149406,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons']","['Jennifer Yuh Nelson', 'Alessandro Carloni']"
149508,"['Son Ye-jin', 'Lee Min-ki', 'Park Chul-min', 'Hwang Seung-eon', 'Kim Hyun-sook']",['Hwang In-ho']
149566,"['Devin McGinn', 'Jaclyn Hales', 'Jon Gries', 'Kevin Weisman', 'Matt Mattson']",['Bryan Lefler']
149590,"['Thomas Jane', 'Laurence Fishburne', 'Jim Watson', 'Ella Ballentine', 'Joanna Douglas']",['Adam Alleca']
149612,"['Jean-Claude Van Damme', 'Alfred Molina', 'Brad Carter', 'Josh Henderson', 'Lennie James']",['Keith Parmer']
149830,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth']",['Burr Steers']
149902,"['Lance Henriksen', 'Kevin Durand', 'Mélanie St-Pierre', 'Summer H. Howell', 'Andrew Gillies']",['Mamoru Oshii']
150254,"['Ethan Embry', 'Shiri Appleby', 'Pruitt Taylor Vince', 'Kiara Glasco', 'Tony Amendola']",['Sean Byrne']
150401,"['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats', 'Jake La Botz', 'Tony Perez']",['Isaac Florentine']
150548,,
150554,"['Bruce Campbell', 'John Hannah', 'Alexandra Wentworth', ""Kevin J. O'Connor"", 'Dana Gould']",['Peyton Reed']
150596,"['Peter Capaldi', 'Alex Kingston', 'Greg Davies', 'Matt Lucas', 'Phillip Rhys']",['Douglas Mackinnon']
150604,"['Rupert Grint', 'Ron Perlman', 'Robert Sheehan', 'Stephen Campbell Moore', 'Eric Lampaert']",['Antoine Bardou-Jacquet']
150696,"['Cyril Dion', 'Mélanie Laurent', 'Pierre Rabhi', 'Vandana Shiva', 'Jeremy Rifkin']","['Mélanie Laurent', 'Cyril Dion']"
150993,"['Imanol Arias', 'Quim Gutiérrez', 'Berto Romero', 'Alexandra Jiménez', 'Carlos Areces']",['Javier Ruiz Caldera']
151311,"['Ellen Burstyn', 'Kieran Culkin', 'Julie Delpy', 'Danny DeVito', 'Greta Gerwig']",['Todd Solondz']
151315,"['Kevin Hart', 'Ice Cube', 'Olivia Munn', 'Tika Sumpter', 'Ken Jeong']",['Tim Story']
151317,"['Greta Gerwig', 'Ethan Hawke', 'Julianne Moore', 'Bill Hader', 'Travis Fimmel']",['Rebecca Miller']
151455,"['Taron Egerton', 'Hugh Jackman', 'Christopher Walken', 'Ania Sowinski', 'Mads Sjøgård Pettersen']",['Dexter Fletcher']
151479,"['John Wesley Shipp', 'Mark Hamill', 'Amanda Pays', 'Alex Désert', 'Joyce Hyser']",['Danny Bilson']
151501,"['Keanu Reeves', 'Ana de Armas', 'Mira Sorvino', 'Christopher McDonald', 'Laura Gómez']",['Gee Malik Linton']
151557,"['Jeremy Irvine', 'Jonny Beauchamp', 'Joey King', 'Jonathan Rhys Meyers', 'Ron Perlman']",['Roland Emmerich']
151559,"['Xavier Samuel', 'Carrie-Anne Moss', 'Danny Huston', 'Tony Todd', 'Mckenna Grace']",['Bernard Rose']
151653,"['Kyle Gallner', 'Olivia Thirlby', 'Nick Offerman', 'Keegan-Michael Key', 'Brendan Sexton III']",['Oliver Thompson']
151687,"['Joseph Fiennes', 'Peter Firth', 'Cliff Curtis', 'Tom Felton', 'Mark Killeen']",['Kevin Reynolds']
151695,"['Martin McCann', 'Mia Goth', 'Olwen Fouéré', 'Barry Ward', 'Andrew Simpson']",['Stephen Fingleton']
151739,"['Zac Efron', 'Robert De Niro', 'Aubrey Plaza', 'Zoey Deutch', 'Julianne Hough']",['Dan Mazer']
151745,"['Bent Mejding', 'Asbjørn Andersen', 'Povl Wöldike', 'Ann Smyrner', 'Mimi Heinrich']","['Sidney W. Pink', 'Poul Bang']"
151759,['Noam Chomsky'],"['Kelly Nyks', 'Peter D. Hutchison', 'Jared P. Scott']"
151763,,
151769,"['Mariya Vinogradova', 'Oleg Tabakov', 'Lev Durov', 'Valentina Talyzina', 'Boris Novikov']",['Vladimir Popov']
151777,"['Chris Pine', 'Casey Affleck', 'Ben Foster', 'Eric Bana', 'Holliday Grainger']",['Craig Gillespie']
151781,"['Atsuko Tanaka', 'Osamu Saka', 'Koichi Yamadera', 'Akio Otsuka', 'Yutaka Nakano']",['Kenji Kamiyama']
152037,"['Julianne Hough', 'Aaron Tveit', 'Vanessa Hudgens', 'Keke Palmer', 'Carly Rae Jepsen']","['Alex Rudzinski', 'Thomas Kail']"
152063,"['Nikolaj Coster-Waldau', 'Brenton Thwaites', 'Gerard Butler', 'Chadwick Boseman', 'Élodie Yung']",['Alex Proyas']
152065,"['Nilbio Torres', 'Antonio Bolívar', 'Jan Bijvoet', 'Brionne Davis', 'Yauenkü Miguee']",['Ciro Guerra']
152071,"['Stephan James', 'Jason Sudeikis', 'Carice van Houten', 'Jeremy Irons', 'Amanda Crew']",['Stephen Hopkins']
152077,"['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.', 'Douglas M. Griffin', 'Suzanne Cryer']",['Dan Trachtenberg']
152079,"['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett', 'Morgan Freeman', 'Melissa Leo']",['Babak Najafi']
152081,"['Jason Bateman', 'Ginnifer Goodwin', 'Idris Elba', 'Jenny Slate', 'Nate Torrence']","['Byron Howard', 'Rich Moore']"
152083,"['Tina Fey', 'Margot Robbie', 'Billy Bob Thornton', 'Martin Freeman', 'Josh Charles']","['Glenn Ficarra', 'John Requa']"
152085,"['Gael García Bernal', 'Jeffrey Dean Morgan', 'Diego Cataño', 'Marco Pérez', 'Alondra Hidalgo']",['Jonás Cuarón']
152091,"['Sacha Baron Cohen', 'Mark Strong', 'Isla Fisher', 'Penélope Cruz', 'Rebel Wilson']",['Louis Leterrier']
152105,"['Arthur Lowe', 'John Le Mesurier', 'Clive Dunn', 'John Laurie', 'James Beck']",['Norman Cohen']
152173,"['Michael Jackson', 'Ola Ray', 'Vincent Price', 'Cynthia Garris', ""Tiana Davidson 'Thelma' Davis""]",['John Landis']
152270,"['Juliette Binoche', 'Lou de Laâge', 'Giorgio Colangeli', 'Antonio Folletto', 'Domenico Diele']",['Piero Messina']
152284,,
152372,"['Fabianne Therese', 'Larry Fessenden', 'Kate Beahan', 'Zoe Cooper', 'Gerald Downey']","['Matt Bettinelli-Olpin', 'David Bruckner', 'Patrick Horvath', 'Tyler Gillett', 'Justin Martinez', 'Chad Villella', 'Roxanne Benjamin']"
152591,"['Donnie Yen', 'Zhang Jin', 'Lynn Hung', 'Patrick Tam', 'Mike Tyson']",['Wilson Yip']
152658,"['Mike Mizanin', 'Paige', 'AnnaLynne McCord', 'Eric Keenleyside', 'Kathryn Kirkpatrick']",['Gil Junger']
152711,[],['Bradley Cox']
152970,"['Sam Neill', 'Julian Dennison', 'Rima Te Wiata', 'Rachel House', 'Rhys Darby']",['Taika Waititi']
153070,"['Scott Coffey', 'Rebekah Del Rio', 'Laura Harring', 'Naomi Watts']",['David Lynch']
153236,"['Tomoko Kaneda', 'Rinko Kikuchi', 'Lu Ningjuan', 'Taro Yabe', 'Yuya Yagira']","['Shinichiro Watanabe', 'Shinji Kimura', 'Shouji Kawamori', 'Masaaki Yuasa', 'Hideki Futamura', 'Atsuko Fukushima', 'Yoji Fukuyama']"
153386,"['Jiří Sovák', 'Vlastimil Brodský', 'Dana Vávrová', 'Jiří Procházka', 'Lubomír Lipský']",['Oldřich Lipský']
153408,"['Sonja Kolačarić', 'Katarina Radivojević', 'Nenad Jezdić', 'Stefan Kapičić', 'Nada Šargin']",['Uroš Stojanović']
154065,"['Catherine Zeta-Jones', 'Bill Nighy', 'Michael Gambon', 'Toby Jones', 'Mark Gatiss']",['Oliver Parker']
154358,[],"['Annika Iltis', 'Timothy James Kane']"
154975,"['Catherine Thierry', 'Marie-Hélène Bourlard', 'Jocelyne Klur', 'Serge Klur', 'François Ruffin']",['François Ruffin']
155064,"['Elle Fanning', 'Karl Glusman', 'Jena Malone', 'Bella Heathcote', 'Abbey Lee']",['Nicolas Winding Refn']
155168,"['Devid Striesow', 'Heinz Strunk', 'Rocko Schamoni', 'Jacques Palminger', 'Piet Fuchs']","['Heinz Strunk', 'Rocko Schamoni', 'Jacques Palminger', 'Lars Jessen', 'Sebastian Schultz']"
155288,"['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi', 'Jeremy Northam']",['Gavin Hood']
155358,"['Zoë Bell', 'Nacho Vigalondo', 'Francisco Barreiro', 'Tenoch Huerta Mejía', 'Sheila Vand']",['Josh C. Waller']
155509,"['Sam Rockwell', 'Anna Kendrick', 'Tim Roth', 'James Ransone', 'Anson Mount']",['Paco Cabezas']
155589,"['Juhani Kumpulainen', 'Spede Pasanen', 'Simo Salminen', 'Danny', 'Leo Jokela']",['Jukka Virtanen']
155659,"['Meryl Streep', 'Hugh Grant', 'Simon Helberg', 'Rebecca Ferguson', 'Nina Arianda']",['Stephen Frears']
155743,"['Nia Vardalos', 'John Corbett', 'Lainie Kazan', 'Michael Constantine', 'Elena Kampouris']",['Kirk Jones']
155774,"['Juliano Cazarré', 'Maeve Jinkings', 'Aline Santana', 'Vinícius de Oliveira', 'Carlos Pessoa']",['Gabriel Mascaro']
155812,"['Miles Teller', 'Anna Kendrick', 'Bryan Cranston', 'Nicholas Braun', 'Brandon T. Jackson']",['Dylan Kidd']
155820,"['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish', 'Method Man', 'Darrell Britt-Gibson']",['Peter Atencio']
155892,"['Luke Bracey', 'Dustin Milligan', 'Emily Meade', 'Haley Joel Osment', 'Geena Davis']",['Max Landis']
156025,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Taraji P. Henson', 'Queen Latifah']",['Ricardo Curtis']
156371,"['Blake Jenner', 'Zoey Deutch', 'Ryan Guzman', 'Tyler Hoechlin', 'J. Quinton Johnson']",['Richard Linklater']
156387,"['Ferdia Walsh-Peelo', 'Lucy Boynton', 'Maria Doyle Kennedy', 'Aidan Gillen', 'Jack Reynor']",['John Carney']
156553,"['Gael García Bernal', 'Alison Pill', 'Mariana Ximenes', 'Jason Priestley', 'Tyler Labine']",['Pedro Morelli']
156605,"['Adam Driver', 'Golshifteh Farahani', 'Barry Shabaka Henley', 'Method Man', 'Chasten Harmon']",['Jim Jarmusch']
